seq	run	block	sp	tc
BBS20010	sov-ipssp	core	0.906	0.480
BBS20032	sov	all	0.898	0.360
BBS20032	sov	core	0.979	0.510
BB20015	q3-ipssp	all	0.629	0.050
BB20015	q3-ipssp	core	0.843	0.000
BB20002	sov-ipssp	all	0.499	0.000
BB20002	sov-ipssp	core	0.721	0.000
BBS20008	q3	all	0.718	0.130
BBS20008	q3	core	0.871	0.360
BB20007	q3	all	0.751	0.370
BB20007	q3	core	0.871	0.570
BBS20034	abs	all	0.852	0.190
BBS20034	abs	core	0.931	0.380
BBS20029	sov-ipssp	all	0.810	0.050
BBS20029	sov-ipssp	core	0.814	0.000
BB20031	ref	all	0.810	0.110
BB20031	ref	core	0.841	0.150
BBS20012	q3-ipssp	all	0.772	0.240
BBS20012	q3-ipssp	core	0.819	0.310
BB20029	ref	all	0.826	0.040
BB20029	ref	core	0.816	0.000
BB20003	abs	all	0.939	0.330
BB20003	abs	core	0.966	0.450
BB20003	sov	all	0.945	0.330
BB20003	sov	core	0.969	0.440
BB20028	sov	all	0.963	0.620
BB20028	sov	core	0.981	0.720
BB20010	sov-ipssp	all	0.812	0.310
BB20010	sov-ipssp	core	0.890	0.440
BBS20021	sov	all	0.903	0.240
BBS20021	sov	core	0.944	0.410
BB20039	sov-ipssp	all	0.897	0.130
BB20039	sov-ipssp	core	0.925	0.270
BB20022	q3	all	0.828	0.200
BB20022	q3	core	0.825	0.330
BBS20029	q3-ipssp	all	0.810	0.050
BBS20029	q3-ipssp	core	0.814	0.000
BBS20001	sov	all	0.970	0.890
BBS20001	sov	core	0.995	0.960
BBS20017	q3	all	0.945	0.490
BBS20017	q3	core	0.974	0.670
BB20002	q3-ipssp	all	0.465	0.000
BB20002	q3-ipssp	core	0.619	0.000
BBS20009	q3	all	0.943	0.420
BBS20009	q3	core	0.959	0.450
BB20041	q3	all	0.697	0.230
BB20041	q3	core	0.948	0.480
BBS20030	ref	all	0.862	0.130
BBS20030	ref	core	0.816	0.000
BB20036	q3-ipssp	all	0.805	0.050
BB20036	q3-ipssp	core	0.949	0.000
BB20003	q3-ipssp	all	0.940	0.340
BB20003	q3-ipssp	core	0.970	0.470
BBS20002	ref	all	0.861	0.070
BBS20002	ref	core	0.888	0.000
BB20005	q3	all	0.726	0.040
BB20005	q3	core	0.764	0.080
BBS20041	q3	all	0.919	0.370
BBS20041	q3	core	0.958	0.510
BB20029	sov	all	0.784	0.040
BB20029	sov	core	0.797	0.000
BBS20031	sov-ipssp	all	0.790	0.130
BBS20031	sov-ipssp	core	0.792	0.190
BB20003	sov-ipssp	all	0.946	0.330
BB20003	sov-ipssp	core	0.971	0.450
BBS20037	abs	all	0.834	0.140
BBS20037	abs	core	0.953	0.480
BB20001	ref	all	0.486	0.000
BB20001	ref	core	0.537	0.000
BB20037	q3-ipssp	all	0.826	0.110
BB20037	q3-ipssp	core	0.967	0.560
BBS20005	abs	all	0.690	0.050
BBS20005	abs	core	0.715	0.080
BBS20032	ref	all	0.933	0.480
BBS20032	ref	core	0.995	0.840
BBS20007	abs	all	0.720	0.320
BBS20007	abs	core	0.823	0.450
BBS20041	q3-ipssp	all	0.906	0.340
BBS20041	q3-ipssp	core	0.956	0.520
BBS20010	ref	all	0.810	0.310
BBS20010	ref	core	0.876	0.440
BB20001	abs	all	0.467	0.000
BB20001	abs	core	0.537	0.000
BB20013	q3-ipssp	all	0.567	0.150
BB20013	q3-ipssp	core	0.777	0.480
BBS20011	sov	all	0.815	0.460
BBS20011	sov	core	0.816	0.400
BBS20009	q3-ipssp	all	0.924	0.380
BBS20009	q3-ipssp	core	0.963	0.460
BBS20007	ref	all	0.750	0.340
BBS20007	ref	core	0.859	0.510
BBS20039	q3	all	0.900	0.150
BBS20039	q3	core	0.925	0.270
BB20034	ref	all	0.835	0.200
BB20034	ref	core	0.905	0.400
BB20033	q3	all	0.896	0.180
BB20033	q3	core	0.871	0.100
BBS20031	abs	all	0.760	0.120
BBS20031	abs	core	0.761	0.150
BBS20028	sov-ipssp	all	0.954	0.520
BBS20028	sov-ipssp	core	0.976	0.620
BBS11028	q3-ipssp	all	0.731	0.550
BBS11028	q3-ipssp	core	0.941	0.750
BBS11026	abs	all	0.266	0.000
BBS11026	abs	core	0.278	0.000
BBS11005	q3-ipssp	all	0.227	0.000
BBS11005	q3-ipssp	core	0.272	0.000
BB11018	q3-ipssp	all	0.479	0.240
BB11018	q3-ipssp	core	0.723	0.500
BBS11007	sov	all	0.597	0.300
BBS11007	sov	core	0.707	0.420
BB11029	abs	all	0.371	0.210
BB11029	abs	core	0.382	0.250
BBS11006	sov	all	0.337	0.080
BBS11006	sov	core	0.418	0.140
BB11038	q3	all	0.692	0.370
BB11038	q3	core	0.776	0.480
BBS11035	sov	all	0.412	0.130
BBS11035	sov	core	0.530	0.180
BBS11030	ref	all	0.618	0.330
BBS11030	ref	core	0.744	0.440
BB11003	ref	all	0.581	0.400
BB11003	ref	core	0.658	0.490
BBS11011	q3	all	0.169	0.020
BBS11011	q3	core	0.270	0.000
BB11027	q3-ipssp	all	0.288	0.150
BB11027	q3-ipssp	core	0.422	0.300
BBS11003	sov-ipssp	all	0.615	0.400
BBS11003	sov-ipssp	core	0.698	0.510
BB11013	q3-ipssp	all	0.000	0.000
BB11013	q3-ipssp	core	0.000	0.000
BB11024	ref	all	0.287	0.000
BB11024	ref	core	0.338	0.000
BB11025	q3-ipssp	all	0.092	0.000
BB11025	q3-ipssp	core	0.096	0.000
BBS11012	abs	all	0.860	0.760
BBS11012	abs	core	0.898	0.820
BB11016	abs	all	0.418	0.040
BB11016	abs	core	0.572	0.100
BBS11017	q3	all	0.750	0.640
BBS11017	q3	core	0.877	0.780
BBS11038	sov	all	0.734	0.410
BBS11038	sov	core	0.800	0.520
BBS11024	ref	all	0.270	0.000
BBS11024	ref	core	0.303	0.000
BBS11014	ref	all	0.650	0.430
BBS11014	ref	core	0.751	0.580
BBS11021	q3	all	0.508	0.210
BBS11021	q3	core	0.616	0.320
BBS11017	sov	all	0.750	0.640
BBS11017	sov	core	0.877	0.780
BB11019	abs	all	0.498	0.090
BB11019	abs	core	0.626	0.190
BBS11008	q3	all	0.457	0.340
BBS11008	q3	core	0.680	0.610
BBS11011	abs	all	0.082	0.000
BBS11011	abs	core	0.115	0.000
BB11029	sov	all	0.351	0.130
BB11029	sov	core	0.353	0.150
BB11027	q3	all	0.313	0.150
BB11027	q3	core	0.467	0.300
BB11022	ref	all	0.085	0.000
BB11022	ref	core	0.086	0.000
BB11006	sov	all	0.340	0.110
BB11006	sov	core	0.420	0.140
BBS11020	sov	all	0.538	0.250
BBS11020	sov	core	0.650	0.400
BB11031	q3-ipssp	all	0.255	0.000
BB11031	q3-ipssp	core	0.321	0.000
BBS11016	sov	all	0.428	0.060
BBS11016	sov	core	0.581	0.130
BBS11028	sov-ipssp	all	0.731	0.550
BBS11028	sov-ipssp	core	0.941	0.750
BB11015	sov-ipssp	all	0.583	0.400
BB11015	sov-ipssp	core	0.626	0.450
BBS11001	q3	all	0.917	0.860
BBS11001	q3	core	1.000	1.000
BB11036	sov	all	0.404	0.060
BB11036	sov	core	0.488	0.170
BBS11037	q3	all	0.340	0.110
BBS11037	q3	core	0.405	0.160
BB11016	sov-ipssp	all	0.412	0.050
BB11016	sov-ipssp	core	0.583	0.100
BB11004	ref	all	0.409	0.190
BB11004	ref	core	0.445	0.230
BBS11010	abs	all	0.377	0.180
BBS11010	abs	core	0.481	0.290
BBS11027	sov-ipssp	all	0.310	0.170
BBS11027	sov-ipssp	core	0.440	0.320
BBS11021	ref	all	0.660	0.450
BBS11021	ref	core	0.776	0.590
BB11005	q3-ipssp	all	0.214	0.000
BB11005	q3-ipssp	core	0.270	0.000
BBS11002	abs	all	0.684	0.210
BBS11002	abs	core	0.824	0.290
BBS11009	abs	all	0.694	0.580
BBS11009	abs	core	0.783	0.700
BBS11025	q3-ipssp	all	0.141	0.000
BBS11025	q3-ipssp	core	0.088	0.000
BBS11038	ref	all	0.752	0.460
BBS11038	ref	core	0.808	0.540
BB11018	ref	all	0.497	0.220
BB11018	ref	core	0.747	0.500
BBS11022	ref	all	0.196	0.000
BBS11022	ref	core	0.237	0.000
BBS11038	sov-ipssp	all	0.702	0.400
BBS11038	sov-ipssp	core	0.749	0.490
BBS11010	ref	all	0.495	0.290
BBS11010	ref	core	0.609	0.410
BBS11002	sov	all	0.695	0.270
BBS11002	sov	core	0.868	0.470
BBS11006	q3	all	0.360	0.120
BBS11006	q3	core	0.418	0.140
BBS11035	ref	all	0.512	0.100
BBS11035	ref	core	0.665	0.160
BBS11025	sov-ipssp	all	0.141	0.000
BBS11025	sov-ipssp	core	0.088	0.000
BB11009	sov-ipssp	all	0.658	0.580
BB11009	sov-ipssp	core	0.753	0.700
BBS11005	sov	all	0.263	0.020
BBS11005	sov	core	0.309	0.040
BBS11037	sov	all	0.340	0.110
BBS11037	sov	core	0.405	0.160
BB11002	sov	all	0.306	0.000
BB11002	sov	core	0.391	0.000
BBS11034	sov	all	0.442	0.130
BBS11034	sov	core	0.602	0.270
BBS11030	q3	all	0.579	0.110
BBS11030	q3	core	0.677	0.180
BB11033	abs	all	0.398	0.000
BB11033	abs	core	0.476	0.000
BBS11018	sov	all	0.513	0.270
BBS11018	sov	core	0.755	0.530
BBS11036	ref	all	0.458	0.080
BBS11036	ref	core	0.502	0.200
BBS11027	q3-ipssp	all	0.310	0.170
BBS11027	q3-ipssp	core	0.449	0.320
BB11036	q3-ipssp	all	0.382	0.060
BB11036	q3-ipssp	core	0.453	0.170
BB11013	sov-ipssp	all	0.000	0.000
BB11013	sov-ipssp	core	0.000	0.000
BBS11008	sov	all	0.457	0.340
BBS11008	sov	core	0.680	0.610
BBS11032	abs	all	0.621	0.290
BBS11032	abs	core	0.821	0.550
BB11028	sov	all	0.252	0.000
BB11028	sov	core	0.310	0.000
BB11002	ref	all	0.434	0.000
BB11002	ref	core	0.536	0.000
BB11035	sov-ipssp	all	0.448	0.090
BB11035	sov-ipssp	core	0.608	0.160
BBS11012	q3-ipssp	all	0.849	0.760
BBS11012	q3-ipssp	core	0.880	0.810
BB11003	q3	all	0.625	0.430
BB11003	q3	core	0.714	0.550
BBS11022	sov	all	0.199	0.000
BBS11022	sov	core	0.242	0.000
BB11007	q3	all	0.546	0.290
BB11007	q3	core	0.704	0.420
BB11019	sov	all	0.480	0.090
BB11019	sov	core	0.600	0.190
BBS11012	sov	all	0.860	0.760
BBS11012	sov	core	0.898	0.820
BB11022	abs	all	0.208	0.000
BB11022	abs	core	0.247	0.000
BB11026	q3-ipssp	all	0.180	0.000
BB11026	q3-ipssp	core	0.216	0.000
BB11003	sov	all	0.615	0.430
BB11003	sov	core	0.702	0.550
BBS11001	abs	all	0.917	0.860
BBS11001	abs	core	1.000	1.000
BBS11003	q3	all	0.618	0.440
BBS11003	q3	core	0.704	0.560
BB11037	q3-ipssp	all	0.382	0.110
BB11037	q3-ipssp	core	0.453	0.160
BB11001	q3-ipssp	all	0.910	0.850
BB11001	q3-ipssp	core	1.000	1.000
BBS11010	q3-ipssp	all	0.377	0.180
BBS11010	q3-ipssp	core	0.459	0.290
BBS11004	sov	all	0.554	0.420
BBS11004	sov	core	0.572	0.430
BB11025	sov-ipssp	all	0.092	0.000
BB11025	sov-ipssp	core	0.096	0.000
BBS11027	q3	all	0.324	0.170
BBS11027	q3	core	0.482	0.320
BB11032	abs	all	0.567	0.280
BB11032	abs	core	0.749	0.550
BBS11005	sov-ipssp	all	0.215	0.000
BBS11005	sov-ipssp	core	0.241	0.000
BB11008	sov-ipssp	all	0.450	0.330
BB11008	sov-ipssp	core	0.633	0.590
BBS11035	sov-ipssp	all	0.512	0.100
BBS11035	sov-ipssp	core	0.665	0.160
BBS11024	abs	all	0.272	0.000
BBS11024	abs	core	0.296	0.000
BBS11003	ref	all	0.593	0.410
BBS11003	ref	core	0.669	0.510
BB11035	ref	all	0.418	0.090
BB11035	ref	core	0.554	0.160
BB11006	sov-ipssp	all	0.249	0.000
BB11006	sov-ipssp	core	0.322	0.000
BB11031	sov	all	0.225	0.000
BB11031	sov	core	0.281	0.000
BB11033	q3	all	0.400	0.000
BB11033	q3	core	0.463	0.000
BBS11002	q3-ipssp	all	0.688	0.270
BBS11002	q3-ipssp	core	0.868	0.470
BB11017	q3	all	0.741	0.640
BB11017	q3	core	0.865	0.780
BBS11038	q3-ipssp	all	0.703	0.410
BBS11038	q3-ipssp	core	0.749	0.490
BB11031	sov-ipssp	all	0.257	0.000
BB11031	sov-ipssp	core	0.292	0.000
BBS11022	sov-ipssp	all	0.225	0.000
BBS11022	sov-ipssp	core	0.268	0.000
BB11032	sov-ipssp	all	0.630	0.310
BB11032	sov-ipssp	core	0.840	0.600
BB11011	q3-ipssp	all	0.059	0.000
BB11011	q3-ipssp	core	0.111	0.000
BB11026	sov-ipssp	all	0.180	0.000
BB11026	sov-ipssp	core	0.216	0.000
BB11036	abs	all	0.379	0.060
BB11036	abs	core	0.451	0.170
BBS11009	q3	all	0.690	0.560
BBS11009	q3	core	0.778	0.660
BB11024	sov	all	0.278	0.000
BB11024	sov	core	0.296	0.000
BB11019	q3	all	0.512	0.090
BB11019	q3	core	0.631	0.190
BB11026	sov	all	0.172	0.000
BB11026	sov	core	0.220	0.000
BB11004	abs	all	0.540	0.400
BB11004	abs	core	0.577	0.440
BBS11001	ref	all	0.906	0.840
BBS11001	ref	core	1.000	1.000
BB11007	sov	all	0.554	0.300
BB11007	sov	core	0.710	0.430
BB11010	abs	all	0.122	0.000
BB11010	abs	core	0.145	0.000
BBS11036	sov-ipssp	all	0.422	0.070
BBS11036	sov-ipssp	core	0.474	0.170
BBS11011	sov	all	0.177	0.020
BBS11011	sov	core	0.274	0.000
BBS11034	sov-ipssp	all	0.374	0.040
BBS11034	sov-ipssp	core	0.514	0.090
BBS11032	q3	all	0.619	0.300
BBS11032	q3	core	0.836	0.590
BB11010	sov-ipssp	all	0.184	0.000
BB11010	sov-ipssp	core	0.340	0.000
BB11028	sov-ipssp	all	0.219	0.000
BB11028	sov-ipssp	core	0.298	0.000
BBS11009	q3-ipssp	all	0.690	0.560
BBS11009	q3-ipssp	core	0.778	0.660
BB11002	q3	all	0.398	0.000
BB11002	q3	core	0.483	0.000
BB11009	abs	all	0.656	0.570
BB11009	abs	core	0.747	0.680
BB11004	q3-ipssp	all	0.466	0.230
BB11004	q3-ipssp	core	0.515	0.290
BBS11036	q3-ipssp	all	0.423	0.070
BBS11036	q3-ipssp	core	0.473	0.170
BB11038	sov	all	0.677	0.360
BB11038	sov	core	0.767	0.470
BB11010	q3	all	0.207	0.070
BB11010	q3	core	0.444	0.290
BB11028	abs	all	0.274	0.000
BB11028	abs	core	0.354	0.000
BB11023	sov-ipssp	all	0.200	0.000
BB11023	sov-ipssp	core	0.278	0.000
BB11024	q3	all	0.295	0.000
BB11024	q3	core	0.303	0.000
BBS11014	q3	all	0.597	0.280
BBS11014	q3	core	0.696	0.380
BB11031	abs	all	0.170	0.000
BB11031	abs	core	0.224	0.000
BB11017	q3-ipssp	all	0.715	0.630
BB11017	q3-ipssp	core	0.836	0.760
BBS11035	q3	all	0.412	0.130
BBS11035	q3	core	0.530	0.180
BBS11036	abs	all	0.433	0.070
BBS11036	abs	core	0.481	0.170
BBS11037	ref	all	0.341	0.130
BBS11037	ref	core	0.408	0.180
BBS11027	abs	all	0.308	0.170
BBS11027	abs	core	0.445	0.320
BBS11032	sov-ipssp	all	0.627	0.320
BBS11032	sov-ipssp	core	0.836	0.590
BBS11037	abs	all	0.342	0.110
BBS11037	abs	core	0.407	0.160
BB11036	ref	all	0.402	0.060
BB11036	ref	core	0.450	0.170
BB11015	sov	all	0.502	0.350
BB11015	sov	core	0.533	0.390
BB11001	abs	all	0.910	0.850
BB11001	abs	core	1.000	1.000
BBS11013	q3-ipssp	all	0.045	0.000
BBS11013	q3-ipssp	core	0.045	0.000
BBS11028	q3	all	0.729	0.550
BBS11028	q3	core	0.941	0.750
BB11019	q3-ipssp	all	0.469	0.070
BB11019	q3-ipssp	core	0.600	0.130
BBS11018	q3-ipssp	all	0.486	0.230
BBS11018	q3-ipssp	core	0.708	0.470
BB11030	abs	all	0.435	0.090
BB11030	abs	core	0.575	0.180
BBS11016	q3	all	0.429	0.060
BBS11016	q3	core	0.578	0.130
BBS11014	q3-ipssp	all	0.644	0.360
BBS11014	q3-ipssp	core	0.738	0.460
BB11001	sov	all	0.910	0.850
BB11001	sov	core	1.000	1.000
BB11020	sov	all	0.543	0.260
BB11020	sov	core	0.660	0.410
BB11024	sov-ipssp	all	0.205	0.000
BB11024	sov-ipssp	core	0.228	0.000
BB11034	ref	all	0.370	0.000
BB11034	ref	core	0.524	0.000
BBS11021	q3-ipssp	all	0.508	0.210
BBS11021	q3-ipssp	core	0.616	0.320
BB11030	sov-ipssp	all	0.366	0.090
BB11030	sov-ipssp	core	0.486	0.180
BB11022	sov-ipssp	all	0.208	0.000
BB11022	sov-ipssp	core	0.247	0.000
BBS11024	sov	all	0.333	0.000
BBS11024	sov	core	0.364	0.000
BB11005	sov-ipssp	all	0.164	0.000
BB11005	sov-ipssp	core	0.198	0.000
BBS11032	sov	all	0.629	0.370
BBS11032	sov	core	0.843	0.610
BBS11023	q3-ipssp	all	0.223	0.000
BBS11023	q3-ipssp	core	0.331	0.020
BB11026	abs	all	0.182	0.000
BB11026	abs	core	0.223	0.000
BBS11015	q3	all	0.513	0.370
BBS11015	q3	core	0.545	0.410
BBS11012	ref	all	0.859	0.760
BBS11012	ref	core	0.896	0.820
BB11020	q3	all	0.567	0.240
BB11020	q3	core	0.636	0.370
BBS11005	ref	all	0.281	0.060
BBS11005	ref	core	0.344	0.140
BBS11030	abs	all	0.517	0.110
BBS11030	abs	core	0.606	0.180
BBS11036	q3	all	0.464	0.070
BBS11036	q3	core	0.528	0.170
BB11029	ref	all	0.409	0.210
BB11029	ref	core	0.412	0.250
BB11007	abs	all	0.544	0.300
BB11007	abs	core	0.690	0.430
BBS11033	ref	all	0.538	0.130
BBS11033	ref	core	0.630	0.380
BBS11016	ref	all	0.438	0.050
BBS11016	ref	core	0.606	0.100
BB11027	abs	all	0.294	0.150
BB11027	abs	core	0.427	0.300
BB11014	sov	all	0.548	0.260
BB11014	sov	core	0.647	0.360
BB11023	q3	all	0.266	0.050
BB11023	q3	core	0.386	0.130
BBS11022	abs	all	0.225	0.000
BBS11022	abs	core	0.268	0.000
BB11025	abs	all	0.092	0.000
BB11025	abs	core	0.096	0.000
BBS11012	q3	all	0.860	0.760
BBS11012	q3	core	0.898	0.820
BB11037	sov-ipssp	all	0.180	0.000
BB11037	sov-ipssp	core	0.224	0.000
BB11037	abs	all	0.332	0.110
BB11037	abs	core	0.402	0.160
BB11002	abs	all	0.305	0.000
BB11002	abs	core	0.391	0.000
BBS11023	sov	all	0.262	0.050
BBS11023	sov	core	0.386	0.130
BB11017	sov	all	0.741	0.640
BB11017	sov	core	0.865	0.780
BB11012	sov-ipssp	all	0.834	0.730
BB11012	sov-ipssp	core	0.879	0.810
BB11011	abs	all	0.063	0.000
BB11011	abs	core	0.115	0.000
BBS11006	abs	all	0.304	0.120
BBS11006	abs	core	0.354	0.140
BB11011	ref	all	0.165	0.090
BB11011	ref	core	0.348	0.230
BBS11021	sov	all	0.508	0.210
BBS11021	sov	core	0.616	0.320
BBS11013	sov	all	0.045	0.000
BBS11013	sov	core	0.045	0.000
BBS11024	sov-ipssp	all	0.230	0.000
BBS11024	sov-ipssp	core	0.243	0.000
BBS11033	q3-ipssp	all	0.500	0.000
BBS11033	q3-ipssp	core	0.519	0.000
BB11028	q3	all	0.252	0.000
BB11028	q3	core	0.310	0.000
BB11018	q3	all	0.473	0.230
BB11018	q3	core	0.719	0.480
BB11028	q3-ipssp	all	0.234	0.000
BB11028	q3-ipssp	core	0.303	0.000
BBS11019	abs	all	0.504	0.090
BBS11019	abs	core	0.636	0.190
BBS11004	sov-ipssp	all	0.544	0.390
BBS11004	sov-ipssp	core	0.582	0.420
BBS11027	sov	all	0.297	0.170
BBS11027	sov	core	0.436	0.320
BBS11018	abs	all	0.469	0.220
BBS11018	abs	core	0.675	0.420
BBS11001	q3-ipssp	all	0.917	0.860
BBS11001	q3-ipssp	core	1.000	1.000
BBS11018	ref	all	0.523	0.240
BBS11018	ref	core	0.764	0.500
BB11038	ref	all	0.711	0.380
BB11038	ref	core	0.793	0.480
BBS11029	abs	all	0.452	0.300
BBS11029	abs	core	0.484	0.370
BBS11035	q3-ipssp	all	0.512	0.100
BBS11035	q3-ipssp	core	0.665	0.160
BBS11019	sov	all	0.487	0.090
BBS11019	sov	core	0.607	0.190
BB11015	abs	all	0.505	0.360
BB11015	abs	core	0.534	0.390
BB11034	abs	all	0.424	0.110
BB11034	abs	core	0.610	0.260
BB11027	sov	all	0.286	0.150
BB11027	sov	core	0.429	0.300
BBS11004	q3-ipssp	all	0.552	0.390
BBS11004	q3-ipssp	core	0.584	0.420
BBS11007	q3	all	0.594	0.310
BBS11007	q3	core	0.720	0.420
BBS11025	ref	all	0.180	0.010
BBS11025	ref	core	0.061	0.000
BBS11025	abs	all	0.141	0.000
BBS11025	abs	core	0.088	0.000
BBS11001	sov	all	0.779	0.590
BBS11001	sov	core	0.816	0.630
BB11014	sov-ipssp	all	0.656	0.380
BB11014	sov-ipssp	core	0.751	0.490
BB11006	q3-ipssp	all	0.292	0.110
BB11006	q3-ipssp	core	0.359	0.140
BBS11009	ref	all	0.639	0.510
BBS11009	ref	core	0.717	0.610
BB11035	q3-ipssp	all	0.467	0.090
BB11035	q3-ipssp	core	0.624	0.160
BB11022	sov	all	0.158	0.000
BB11022	sov	core	0.197	0.000
BBS11011	sov-ipssp	all	0.101	0.000
BBS11011	sov-ipssp	core	0.161	0.000
BB11012	abs	all	0.847	0.730
BB11012	abs	core	0.892	0.810
BB11023	sov	all	0.258	0.050
BB11023	sov	core	0.383	0.130
BBS11030	q3-ipssp	all	0.513	0.110
BBS11030	q3-ipssp	core	0.621	0.180
BB11005	sov	all	0.245	0.020
BB11005	sov	core	0.317	0.040
BBS11016	sov-ipssp	all	0.449	0.060
BBS11016	sov-ipssp	core	0.617	0.130
BBS11013	abs	all	0.045	0.000
BBS11013	abs	core	0.045	0.000
BB11021	ref	all	0.621	0.430
BB11021	ref	core	0.738	0.570
BBS11007	abs	all	0.586	0.310
BBS11007	abs	core	0.699	0.430
BBS11016	abs	all	0.415	0.050
BBS11016	abs	core	0.557	0.100
BBS11007	q3-ipssp	all	0.578	0.300
BBS11007	q3-ipssp	core	0.697	0.430
BB11007	q3-ipssp	all	0.549	0.290
BB11007	q3-ipssp	core	0.696	0.420
BBS11018	q3	all	0.510	0.230
BBS11018	q3	core	0.747	0.480
BB11029	q3	all	0.477	0.300
BB11029	q3	core	0.471	0.310
BBS11029	sov-ipssp	all	0.500	0.310
BBS11029	sov-ipssp	core	0.526	0.390
BB11019	sov-ipssp	all	0.457	0.020
BB11019	sov-ipssp	core	0.572	0.050
BB11012	sov	all	0.847	0.730
BB11012	sov	core	0.892	0.810
BB11006	abs	all	0.292	0.110
BB11006	abs	core	0.359	0.140
BB11011	q3	all	0.106	0.000
BB11011	q3	core	0.207	0.000
BBS11004	abs	all	0.544	0.390
BBS11004	abs	core	0.570	0.420
BB11021	q3-ipssp	all	0.512	0.210
BB11021	q3-ipssp	core	0.609	0.320
BB11007	sov-ipssp	all	0.540	0.260
BB11007	sov-ipssp	core	0.678	0.350
BB11013	ref	all	0.014	0.000
BB11013	ref	core	0.000	0.000
BB11009	q3	all	0.650	0.550
BB11009	q3	core	0.739	0.650
BBS11031	sov	all	0.448	0.080
BBS11031	sov	core	0.538	0.150
BB11029	sov-ipssp	all	0.419	0.220
BB11029	sov-ipssp	core	0.425	0.270
BB11021	sov	all	0.490	0.210
BB11021	sov	core	0.592	0.320
BB11033	q3-ipssp	all	0.340	0.000
BB11033	q3-ipssp	core	0.404	0.000
BB11010	q3-ipssp	all	0.197	0.000
BB11010	q3-ipssp	core	0.348	0.000
BBS11009	sov-ipssp	all	0.679	0.560
BBS11009	sov-ipssp	core	0.767	0.660
BB11009	q3-ipssp	all	0.650	0.550
BB11009	q3-ipssp	core	0.739	0.650
BB11024	q3-ipssp	all	0.213	0.000
BB11024	q3-ipssp	core	0.231	0.000
BBS11022	q3-ipssp	all	0.225	0.000
BBS11022	q3-ipssp	core	0.268	0.000
BBS11006	ref	all	0.395	0.250
BBS11006	ref	core	0.467	0.310
BB11034	q3	all	0.419	0.110
BB11034	q3	core	0.603	0.260
BB11013	q3	all	0.000	0.000
BB11013	q3	core	0.000	0.000
BBS11016	q3-ipssp	all	0.447	0.060
BBS11016	q3-ipssp	core	0.618	0.130
BB11006	q3	all	0.322	0.110
BB11006	q3	core	0.420	0.140
BBS11026	sov	all	0.251	0.000
BBS11026	sov	core	0.245	0.000
BB11018	abs	all	0.446	0.210
BB11018	abs	core	0.675	0.420
BB11016	q3	all	0.421	0.060
BB11016	q3	core	0.584	0.130
BBS11031	q3-ipssp	all	0.379	0.060
BBS11031	q3-ipssp	core	0.430	0.050
BBS11020	sov-ipssp	all	0.622	0.300
BBS11020	sov-ipssp	core	0.745	0.480
BBS11034	abs	all	0.462	0.130
BBS11034	abs	core	0.636	0.270
BBS11003	q3-ipssp	all	0.573	0.400
BBS11003	q3-ipssp	core	0.653	0.510
BB11022	q3	all	0.158	0.000
BB11022	q3	core	0.197	0.000
BB11036	sov-ipssp	all	0.369	0.060
BB11036	sov-ipssp	core	0.441	0.170
BBS11031	abs	all	0.320	0.050
BBS11031	abs	core	0.382	0.070
BBS11013	q3	all	0.045	0.000
BBS11013	q3	core	0.045	0.000
BBS11024	q3-ipssp	all	0.231	0.000
BBS11024	q3-ipssp	core	0.239	0.000
BBS11026	q3	all	0.251	0.000
BBS11026	q3	core	0.245	0.000
BB11035	abs	all	0.361	0.090
BB11035	abs	core	0.478	0.160
BB11015	ref	all	0.550	0.360
BB11015	ref	core	0.591	0.390
BB11008	abs	all	0.450	0.330
BB11008	abs	core	0.633	0.590
BB11024	abs	all	0.278	0.000
BB11024	abs	core	0.296	0.000
BBS11015	sov	all	0.516	0.370
BBS11015	sov	core	0.545	0.410
BB11038	abs	all	0.721	0.430
BB11038	abs	core	0.802	0.540
BBS11035	abs	all	0.400	0.100
BBS11035	abs	core	0.519	0.160
BB11027	ref	all	0.315	0.130
BB11027	ref	core	0.476	0.270
BBS11033	abs	all	0.446	0.000
BBS11033	abs	core	0.503	0.000
BBS11015	q3-ipssp	all	0.562	0.370
BBS11015	q3-ipssp	core	0.597	0.410
BBS11014	sov	all	0.561	0.260
BBS11014	sov	core	0.658	0.360
BBS11033	sov-ipssp	all	0.474	0.000
BBS11033	sov-ipssp	core	0.519	0.000
BB11035	q3	all	0.430	0.120
BB11035	q3	core	0.565	0.180
BB11034	q3-ipssp	all	0.432	0.110
BB11034	q3-ipssp	core	0.620	0.250
BB11021	abs	all	0.504	0.210
BB11021	abs	core	0.609	0.320
BBS11023	sov-ipssp	all	0.234	0.000
BBS11023	sov-ipssp	core	0.340	0.020
BB11011	sov	all	0.098	0.000
BB11011	sov	core	0.165	0.000
BB11030	q3-ipssp	all	0.401	0.090
BB11030	q3-ipssp	core	0.547	0.180
BB11001	ref	all	0.895	0.820
BB11001	ref	core	1.000	1.000
BBS11003	abs	all	0.608	0.440
BBS11003	abs	core	0.692	0.560
BBS11034	q3-ipssp	all	0.442	0.040
BBS11034	q3-ipssp	core	0.596	0.090
BB11030	ref	all	0.477	0.090
BB11030	ref	core	0.673	0.180
BBS11008	ref	all	0.457	0.340
BBS11008	ref	core	0.680	0.610
BBS11029	ref	all	0.472	0.280
BBS11029	ref	core	0.497	0.350
